cust_nm,cls_nm,io_no,gdi_dt,item_cd,expt_qty
블러썸,블러썸,I2203220008,20220322,BC2201SPDN00232NA262,3
블러썸,블러썸,I2203220008,20220322,BC2201SPDN00232NA272,3
블러썸,블러썸,I2203220008,20220322,BC2201SPDN00232NA282,3
블러썸,블러썸,I2203220005,20220322,BC2202SPNT00911WHM,5
블러썸,블러썸,I2203220005,20220322,BC2202SPNT01611GNM,5
블러썸,블러썸,I2203220006,20220322,BC2202SPJK01106BKS,5
블러썸,블러썸,I2203220006,20220322,BC2202SPJK01106BKM,5
블러썸,블러썸,I2203220007,20220322,BC2202SPJK00703IVS,5
블러썸,블러썸,I2203220007,20220322,BC2202SPJK00703IVM,5
블러썸,블러썸,I2203220007,20220322,BC2202SPJK00703BKS,5
블러썸,블러썸,I2203220007,20220322,BC2202SPJK00703BKM,5
블러썸,블러썸,I2203220007,20220322,BC2202SPPT00803IVXS,3
블러썸,블러썸,I2203220007,20220322,BC2202SPPT00803IVS,5
블러썸,블러썸,I2203220007,20220322,BC2202SPPT00803IVM,5
블러썸,블러썸,I2203220007,20220322,BC2202SPPT00803IVL,3
블러썸,블러썸,I2203220007,20220322,BC2202SPPT00803BKXS,3
블러썸,블러썸,I2203220007,20220322,BC2202SPPT00803BKS,5
블러썸,블러썸,I2203220007,20220322,BC2202SPPT00803BKL,2
블러썸,블러썸,I2203220007,20220322,BC2202SPSH00303IVS,5
블러썸,블러썸,I2203220007,20220322,BC2202SPSH00303IVM,5
블러썸,블러썸,I2203220007,20220322,BC2202SPSH00303YES,5
블러썸,블러썸,I2203220007,20220322,BC2202SPSH00303YEM,5
블러썸,블러썸,I2203220007,20220322,BC2202SPSH00303PKS,5
블러썸,블러썸,I2203220007,20220322,BC2202SPSH00303PKM,5
블러썸,블러썸,I2203220007,20220322,BC2202SPSH00303BRS,5
블러썸,블러썸,I2203220007,20220322,BC2202SPSH00303BRM,5
블러썸,블러썸,I2203220005,20220322,BC2202SPNT01411PKM,5
블러썸,블러썸,I2203220005,20220322,BC2202SPNT01311BKM,5
NHNWETOO,가방팝,I2203220001,20220322,1000891746925/597240,1
NHNWETOO,가방팝,I2203220001,20220322,1000891746741/597237,1
NHNWETOO,가방팝,I2204250004,20220425,1000891746741/597237,1
NHNWETOO,가방팝,I2207200002,20220720,1000891746741/597237,3
NHNWETOO,가방팝,I2203220001,20220322,1000891746727/597237,3
NHNWETOO,가방팝,I2204190002,20220419,1000891746727/597237,5
NHNWETOO,가방팝,I2204250004,20220425,1000891746727/597237,1
NHNWETOO,가방팝,I2207200002,20220720,1000891746727/597237,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD54HF9NTAZ2514,1
NHNWETOO,1300K,I2204130002,20220413,215021314099-0,4
NHNWETOO,1300K,I2204130002,20220413,215020885967-0,22
NHNWETOO,1300K,I2204130002,20220413,215021314100-0,1
인터네셔널케이엘,의류,I2203220001,20220322,8.80986E+12,41
인터네셔널케이엘,의류,I2203220001,20220322,8.80986E+12,42
인터네셔널케이엘,의류,I2203220001,20220322,8.80986E+12,43
인터네셔널케이엘,의류,I2203220001,20220322,8.80986E+12,21
인터네셔널케이엘,의류,I2203220001,20220322,8.80986E+12,11
인터네셔널케이엘,의류,I2203220001,20220322,8.80986E+12,10
인터네셔널케이엘,의류,I2203220001,20220322,8.80986E+12,10
인터네셔널케이엘,의류,I2203220001,20220322,8.80986E+12,11
인터네셔널케이엘,의류,I2203220001,20220322,8.80986E+12,8
인터네셔널케이엘,의류,I2203220001,20220322,8.80986E+12,3
인터네셔널케이엘,의류,I2203220001,20220322,8.80986E+12,7
인터네셔널케이엘,의류,I2203220001,20220322,8.80986E+12,8
인터네셔널케이엘,의류,I2203220001,20220322,8.80986E+12,7
인터네셔널케이엘,의류,I2203220001,20220322,8.80986E+12,4
인터네셔널케이엘,의류,I2203220001,20220322,8.80986E+12,3
NHNWETOO,1300K,I2203220005,20220322,215026650759-0,10
NHNWETOO,1300K,I2203220005,20220322,215026650760-0,10
NHNWETOO,1300K,I2203220005,20220322,215026650757-0,10
NHNWETOO,1300K,I2203220005,20220322,215026650758-0,10
NHNWETOO,1300K,I2203220006,20220322,215026652290-1,5
NHNWETOO,1300K,I2203220006,20220322,215026652290-2,5
NHNWETOO,1300K,I2203220006,20220322,215026652290-3,5
NHNWETOO,1300K,I2203220006,20220322,215026652290-4,5
NHNWETOO,가방팝,I2203220001,20220322,1000891746710/597237,6
NHNWETOO,가방팝,I2204190002,20220419,1000891746710/597237,1
NHNWETOO,가방팝,I2204250004,20220425,1000891746710/597237,2
NHNWETOO,가방팝,I2207200002,20220720,1000891746710/597237,4
NHNWETOO,가방팝,I2203220001,20220322,1000891746703/597237,6
NHNWETOO,가방팝,I2204250004,20220425,1000891746703/597237,2
NHNWETOO,가방팝,I2207200002,20220720,1000891746703/597237,5
NHNWETOO,가방팝,I2203220001,20220322,1000891746734/597237,6
NHNWETOO,가방팝,I2204250004,20220425,1000891746734/597237,1
NHNWETOO,가방팝,I2207200002,20220720,1000891746734/597237,5
NHNWETOO,가방팝,I2203220001,20220322,1000891746758/597237,3
NHNWETOO,가방팝,I2204250004,20220425,1000891746758/597237,1
NHNWETOO,가방팝,I2207200002,20220720,1000891746758/597237,2
NHNWETOO,가방팝,I2203220001,20220322,1000891746802/597238,1
NHNWETOO,가방팝,I2204250004,20220425,1000891746802/597238,1
NHNWETOO,가방팝,I2207200002,20220720,1000891746802/597238,3
NHNWETOO,가방팝,I2203220001,20220322,1000891746819/597238,3
NHNWETOO,가방팝,I2204250004,20220425,1000891746819/597238,1
NHNWETOO,가방팝,I2207200002,20220720,1000891746819/597238,2
NHNWETOO,가방팝,I2203220001,20220322,1000891746864/597239,1
NHNWETOO,가방팝,I2207200002,20220720,1000891746864/597239,2
NHNWETOO,가방팝,I2203220001,20220322,1000891746840/597239,3
NHNWETOO,가방팝,I2207200002,20220720,1000891746840/597239,3
NHNWETOO,가방팝,I2203220001,20220322,1000891746833/597239,6
NHNWETOO,가방팝,I2207200002,20220720,1000891746833/597239,2
NHNWETOO,가방팝,I2203220001,20220322,1000891746826/597239,6
NHNWETOO,가방팝,I2207200002,20220720,1000891746826/597239,5
NHNWETOO,가방팝,I2203220001,20220322,1000891746857/597239,6
NHNWETOO,가방팝,I2207200002,20220720,1000891746857/597239,2
NHNWETOO,가방팝,I2203220001,20220322,1000891746871/597239,3
NHNWETOO,가방팝,I2207200002,20220720,1000891746871/597239,1
NHNWETOO,가방팝,I2203220001,20220322,1000891756351/627566,1
NHNWETOO,가방팝,I2203220001,20220322,1000891756344/627566,2
NHNWETOO,가방팝,I2203220001,20220322,1000891756337/627566,2
NHNWETOO,가방팝,I2203220001,20220322,1000891756368/627566,2
NHNWETOO,가방팝,I2203220001,20220322,1000891756375/627566,2
NHNWETOO,가방팝,I2203220001,20220322,1000891766480/655959,2
NHNWETOO,가방팝,I2203220001,20220322,1000891766503/655959,3
NHNWETOO,가방팝,I2203220001,20220322,1000891766510/655959,3
NHNWETOO,가방팝,I2203220001,20220322,1000891759055/648159,3
NHNWETOO,가방팝,I2204190002,20220419,1000891759055/648159,2
NHNWETOO,가방팝,I2207200002,20220720,1000891759055/648159,10
NHNWETOO,가방팝,I2203220001,20220322,1000891759048/648159,4
NHNWETOO,가방팝,I2204190002,20220419,1000891759048/648159,2
NHNWETOO,가방팝,I2207200002,20220720,1000891759048/648159,5
NHNWETOO,가방팝,I2203220001,20220322,1000891789564/648159,1
NHNWETOO,가방팝,I2203220001,20220322,1000891759147/648162,1
NHNWETOO,가방팝,I2203220001,20220322,1000891759130/648162,2
NHNWETOO,가방팝,I2203220001,20220322,1000891759086/648160,1
NHNWETOO,가방팝,I2204190002,20220419,1000891759086/648160,3
NHNWETOO,가방팝,I2207200002,20220720,1000891759086/648160,4
NHNWETOO,가방팝,I2203220001,20220322,1000891759079/648160,2
NHNWETOO,가방팝,I2204190002,20220419,1000891759079/648160,2
NHNWETOO,가방팝,I2207200002,20220720,1000891759079/648160,2
NHNWETOO,가방팝,I2203220001,20220322,1000891746765/597238,5
NHNWETOO,가방팝,I2204250004,20220425,1000891746765/597238,2
NHNWETOO,가방팝,I2206210001,20220621,1000891746765/597238,4
NHNWETOO,가방팝,I2207200002,20220720,1000891746765/597238,4
NHNWETOO,가방팝,I2203220001,20220322,1000891789588/648160,1
블러썸,블러썸,I2203230001,20220323,BC2202SPBAG001IVF,4
블러썸,블러썸,I2203230001,20220323,BC2202SPBAG001YEF,5
블러썸,블러썸,I2203230001,20220323,BC2202SPBAG001BRF,5
블러썸,블러썸,I2203230001,20220323,BC2202SPBAG001BKF,5
NHNWETOO,1300K,I2203240003,20220324,215024713876-4,3
NHNWETOO,1300K,I2206240001,20220624,215024713876-4,5
NHNWETOO,1300K,I2203250002,20220325,215026652936-1,10
NHNWETOO,1300K,I2203250002,20220325,215026652936-2,10
NHNWETOO,1300K,I2203250002,20220325,215026652936-3,10
NHNWETOO,1300K,I2203250002,20220325,215026652936-4,10
NHNWETOO,1300K,I2203250002,20220325,215026652936-5,10
NHNWETOO,1300K,I2203250003,20220325,215026658661-1,5
NHNWETOO,1300K,I2203250003,20220325,215026658661-2,5
NHNWETOO,1300K,I2203250003,20220325,215026658661-3,5
NHNWETOO,1300K,I2203250003,20220325,215026658661-4,5
NHNWETOO,1300K,I2203250004,20220325,215026598518-1,5
NHNWETOO,1300K,I2204070002,20220407,215026598518-1,10
NHNWETOO,1300K,I2203250004,20220325,215026598518-2,5
NHNWETOO,1300K,I2204070002,20220407,215026598518-2,10
NHNWETOO,1300K,I2203250004,20220325,215026598518-3,5
NHNWETOO,1300K,I2204070002,20220407,215026598518-3,10
NHNWETOO,1300K,I2203250004,20220325,215026598518-4,5
NHNWETOO,1300K,I2204070002,20220407,215026598518-4,10
NHNWETOO,1300K,I2203220004,20220322,215026640075-2,10
NHNWETOO,1300K,I2203220004,20220322,215026640075-3,10
NHNWETOO,1300K,I2203220004,20220322,215026640075-4,10
트라이엄프,트라이엄프,I2203220001,20220322,SMTD54HF8NTAZ8157,1
트라이엄프,트라이엄프,I2203220001,20220322,SMTD54HF9NTBA2177,1
트라이엄프,트라이엄프,I2203220001,20220322,SMTD54HF4NTBA5231,1
트라이엄프,트라이엄프,I2203220001,20220322,SMTD54HF2NTBA6782,1
트라이엄프,트라이엄프,I2203220001,20220322,SMTD54HF6NTBA4582,1
트라이엄프,트라이엄프,I2203220001,20220322,SMTD40HL0NTBA4465,1
트라이엄프,트라이엄프,I2203220001,20220322,SMTD40HL3NTBA5108,1
트라이엄프,트라이엄프,I2203220001,20220322,SMTD40HLXNTBA6840,1
트라이엄프,트라이엄프,I2203220001,20220322,SMTD40HL9NTBA2388,1
트라이엄프,트라이엄프,I2203220001,20220322,SMTD40HL7NTBA2812,1
트라이엄프,트라이엄프,I2203220001,20220322,SMTD40HL6NTBA3398,1
트라이엄프,트라이엄프,I2203220001,20220322,SMTD40HL5NTBA3957,1
트라이엄프,트라이엄프,I2203220001,20220322,SMTD31G71NTBA5492,1
트라이엄프,트라이엄프,I2203220001,20220322,SMTD31G78NTBA2251,1
트라이엄프,트라이엄프,I2203220001,20220322,SMTD31G77NTBA3293,1
트라이엄프,트라이엄프,I2203220001,20220322,SMTD31G79NTBA4087,1
트라이엄프,트라이엄프,I2203220001,20220322,SMTD31G72NTBA5226,1
트라이엄프,트라이엄프,I2203220001,20220322,SMTD31G71NTBA6822,1
트라이엄프,트라이엄프,I2203220001,20220322,SMTD53HL2NTBA5440,1
트라이엄프,트라이엄프,I2203220001,20220322,SMTD53HL5NTBA3469,1
트라이엄프,트라이엄프,I2203220001,20220322,SMTD53HL4NTBA5567,1
트라이엄프,트라이엄프,I2203220001,20220322,SMTP01ST2NTBA2997,1
트라이엄프,트라이엄프,I2203220001,20220322,SMTE67DF5NTBA3139,1
트라이엄프,트라이엄프,I2203220001,20220322,SMTE64DF0NTBA4035,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD46HL0NTAV3119,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD46HL9NTAX6303,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD46HL7NTAX7434,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD46HL1NTAY4511,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD46HL2NTAY6462,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD46HL3NTAZ4327,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD46HL0NTAZ4351,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD10G74NTAY9504,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD10G77NTAZ1859,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD10G75NTAZ7711,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD40HL1NTAZ9569,1
NHNWETOO,1300K,I2203220006,20220322,215026652289-1,5
NHNWETOO,1300K,I2203220006,20220322,215026652289-2,5
NHNWETOO,1300K,I2203220006,20220322,215026652289-3,5
NHNWETOO,1300K,I2203220006,20220322,215026625825-0,10
NHNWETOO,1300K,I2203220006,20220322,215026625824-0,10
NHNWETOO,1300K,I2203220007,20220322,215026656035-1,5
NHNWETOO,1300K,I2203220007,20220322,215026656035-2,5
인터네셔널케이엘,의류,I2203230001,20220323,8.80986E+12,11
인터네셔널케이엘,의류,I2203230001,20220323,8.80986E+12,17
인터네셔널케이엘,의류,I2203230001,20220323,8.80986E+12,38
인터네셔널케이엘,의류,I2203230001,20220323,8.80986E+12,40
인터네셔널케이엘,의류,I2203230001,20220323,8.80986E+12,11
인터네셔널케이엘,의류,I2203230001,20220323,8.80986E+12,16
인터네셔널케이엘,의류,I2203230001,20220323,8.80986E+12,38
인터네셔널케이엘,의류,I2203230001,20220323,8.80986E+12,41
인터네셔널케이엘,의류,I2203220002,20220322,8.80986E+12,10
인터네셔널케이엘,의류,I2203220002,20220322,8.80986E+12,15
인터네셔널케이엘,의류,I2203220002,20220322,8.80986E+12,38
인터네셔널케이엘,의류,I2203220002,20220322,8.80986E+12,42
인터네셔널케이엘,의류,I2203220002,20220322,8.80986E+12,12
인터네셔널케이엘,의류,I2203220002,20220322,8.80986E+12,16
인터네셔널케이엘,의류,I2203220002,20220322,8.80986E+12,39
인터네셔널케이엘,의류,I2203220002,20220322,8.80986E+12,46
인터네셔널케이엘,의류,I2203220002,20220322,8.80986E+12,18
인터네셔널케이엘,의류,I2203230001,20220323,8.80986E+12,4
인터네셔널케이엘,의류,I2203220002,20220322,8.80986E+12,25
인터네셔널케이엘,의류,I2203230001,20220323,8.80986E+12,4
인터네셔널케이엘,의류,I2203220002,20220322,8.80986E+12,57
인터네셔널케이엘,의류,I2203220002,20220322,8.80986E+12,64
인터네셔널케이엘,의류,I2203220002,20220322,8.80986E+12,22
인터네셔널케이엘,의류,I2203220002,20220322,8.80986E+12,27
인터네셔널케이엘,의류,I2203220002,20220322,8.80986E+12,40
인터네셔널케이엘,의류,I2203220002,20220322,8.80986E+12,93
인터네셔널케이엘,의류,I2203220002,20220322,8.80986E+12,104
인터네셔널케이엘,의류,I2203230001,20220323,8.80986E+12,29
인터네셔널케이엘,의류,I2203230001,20220323,8.80986E+12,33
인터네셔널케이엘,의류,I2203230001,20220323,8.80986E+12,35
인터네셔널케이엘,의류,I2203230001,20220323,8.80986E+12,30
NHNWETOO,1300K,I2203250001,20220325,215026627037-2,3
NHNWETOO,1300K,I2203250001,20220325,215026627037-1,3
NHNWETOO,1300K,I2203250001,20220325,215026627037-4,3
NHNWETOO,1300K,I2203250001,20220325,215026627037-3,3
NHNWETOO,1300K,I2203250001,20220325,215026655646-2,3
NHNWETOO,1300K,I2203250001,20220325,215026655646-4,3
NHNWETOO,1300K,I2203250001,20220325,215026655646-5,3
NHNWETOO,1300K,I2203250001,20220325,215026655646-1,3
NHNWETOO,1300K,I2203250001,20220325,215026655646-6,3
NHNWETOO,1300K,I2203250001,20220325,215026655646-3,3
NHNWETOO,1300K,I2203250001,20220325,215026655661-2,3
NHNWETOO,1300K,I2203250001,20220325,215026655661-4,3
NHNWETOO,1300K,I2203250001,20220325,215026655661-5,3
트라이엄프,트라이엄프,I2203250001,20220325,SMTD40HL5NTAX9521,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD40HL8NTAY6382,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD40HL2NTAZ3912,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD40HL3NTAZ1151,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD40HL5NTAZ7873,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD40HL9NTAZ8394,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD40HLXNTBA0326,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD40HL2NTBA0918,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD40HL8NTAZ9777,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD45HG9NTAV1074,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD45HG9NTAV3259,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD45HG7NTAV9495,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD51HG0NTAV8291,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD51HG1NTAV4329,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD51HG3NTAV0315,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD51HG8NTAV0732,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD51HG4NTAV3093,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD51HG4NTAV3224,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD51HG8NTAZ7887,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD51HG4NTAZ6557,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTP01ST1NTAH7154,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTP01ST1NTAT6981,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTP01ST6NTAH9725,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTP01ST8NTAV9237,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTP01ST3NTAT0048,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTP01ST0NTAH7601,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTP01ST6NTAV2481,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTP01ST3NTAW3454,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTP01ST7NTAH6803,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD54HF1NTAV4291,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD54HF3NTAW8225,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD54HFXNTAZ9066,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD54HF0NTBA0821,1
트라이엄프,트라이엄프,I2203250001,20220325,SMTD54HF7NTBA1884,1
NHNWETOO,1300K,I2203250001,20220325,215026655661-1,3
NHNWETOO,1300K,I2203250001,20220325,215026655661-6,3
NHNWETOO,1300K,I2203250001,20220325,215026655661-3,3
NHNWETOO,1300K,I2203250001,20220325,215025643583-6,3
NHNWETOO,1300K,I2203250001,20220325,215025643585-6,3
NHNWETOO,1300K,I2203250001,20220325,215025643585-3,3
인터네셔널케이엘,의류,I2203270001,20220327,8.80986E+12,50
인터네셔널케이엘,의류,I2203270001,20220327,8.80986E+12,26
인터네셔널케이엘,의류,I2203270001,20220327,8.80986E+12,58
인터네셔널케이엘,의류,I2203270001,20220327,8.80986E+12,27
인터네셔널케이엘,의류,I2203270001,20220327,8.80986E+12,33
인터네셔널케이엘,의류,I2203270001,20220327,8.80986E+12,16
인터네셔널케이엘,의류,I2203270001,20220327,8.80986E+12,38
인터네셔널케이엘,의류,I2203270001,20220327,8.80986E+12,17
오포꼼댁,생활 잡화,I2203290001,20220329,0089-hochoholder,300
인터네셔널케이엘,의류,I2203290001,20220329,8.80986E+12,23
인터네셔널케이엘,의류,I2203290001,20220329,8.80986E+12,35
인터네셔널케이엘,의류,I2203290001,20220329,8.80986E+12,31
인터네셔널케이엘,의류,I2203290001,20220329,8.80986E+12,24
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,8
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,17
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,17
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,9
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,16
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,36
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,41
인터네셔널케이엘,의류,I2204130002,20220413,8.80986E+12,2
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,8
인터네셔널케이엘,의류,I2204130002,20220413,8.80986E+12,1
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,14
인터네셔널케이엘,의류,I2204130002,20220413,8.80986E+12,6
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,28
인터네셔널케이엘,의류,I2204130002,20220413,8.80986E+12,3
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,38
NHNWETOO,1300K,I2203250004,20220325,215026598518-5,5
NHNWETOO,1300K,I2204070002,20220407,215026598518-5,10
NHNWETOO,1300K,I2203250004,20220325,215026598518-6,5
NHNWETOO,1300K,I2204070002,20220407,215026598518-6,10
NHNWETOO,1300K,I2203250004,20220325,215026666205-1,3
NHNWETOO,1300K,I2205200005,20220520,215026666205-1,5
NHNWETOO,1300K,I2203250004,20220325,215026666205-2,3
NHNWETOO,1300K,I2205200005,20220520,215026666205-2,5
NHNWETOO,1300K,I2203250004,20220325,215026666205-3,3
NHNWETOO,1300K,I2205200005,20220520,215026666205-3,5
NHNWETOO,1300K,I2203250004,20220325,215026666205-7,3
NHNWETOO,1300K,I2205200005,20220520,215026666205-7,5
NHNWETOO,1300K,I2203250004,20220325,215026666205-8,3
NHNWETOO,1300K,I2206020004,20220602,215026666205-8,10
NHNWETOO,1300K,I2203250004,20220325,215026666205-4,3
NHNWETOO,1300K,I2205200005,20220520,215026666205-4,5
NHNWETOO,1300K,I2206150004,20220615,215026666205-4,5
NHNWETOO,1300K,I2203250004,20220325,215026666205-6,3
NHNWETOO,1300K,I2205200005,20220520,215026666205-6,5
NHNWETOO,1300K,I2203250004,20220325,215026666205-5,3
NHNWETOO,1300K,I2205200005,20220520,215026666205-5,5
NHNWETOO,1300K,I2203250005,20220325,215026634097-4,10
NHNWETOO,1300K,I2203250005,20220325,215026634097-3,10
NHNWETOO,1300K,I2203250005,20220325,215026634097-2,10
NHNWETOO,1300K,I2203250005,20220325,215026634097-1,10
NHNWETOO,1300K,I2203250005,20220325,215026634101-4,10
NHNWETOO,1300K,I2206020006,20220602,215026634101-4,10
NHNWETOO,1300K,I2203250005,20220325,215026634101-6,10
NHNWETOO,1300K,I2206020006,20220602,215026634101-6,10
NHNWETOO,1300K,I2206020006,20220602,215026634101-5,10
NHNWETOO,1300K,I2203250005,20220325,215026634101-1,10
NHNWETOO,1300K,I2203250005,20220325,215026634101-2,10
NHNWETOO,1300K,I2206020006,20220602,215026634101-3,10
오포꼼댁,생활 잡화,I2203290001,20220329,0090-booktray,108
오포꼼댁,생활 잡화,I2207220001,20220722,0090-booktray,100
인터네셔널케이엘,의류,I2204130002,20220413,8.80986E+12,1
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,9
인터네셔널케이엘,의류,I2204130002,20220413,8.80986E+12,1
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,14
인터네셔널케이엘,의류,I2204130002,20220413,8.80986E+12,8
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,27
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,41
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,5
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,15
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,31
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,31
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,21
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,4
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,15
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,33
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,31
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,21
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,65
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,34
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,87
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,34
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,63
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,31
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,79
인터네셔널케이엘,의류,I2203290002,20220329,8.80986E+12,30
블러썸,블러썸,I2204250004,20220425,BC2110FADN00832BK26,3
블러썸,블러썸,I2204010008,20220401,BC2110FADN00832BK26,3
블러썸,블러썸,I2204010010,20220401,BC2202SPNT01936BES,5
블러썸,블러썸,I2204010010,20220401,BC2202SPNT01936BEM,5
블러썸,블러썸,I2204010010,20220401,BC2202SPNT01936BKS,5
블러썸,블러썸,I2204010010,20220401,BC2202SPNT01936BKM,5
블러썸,블러썸,I2204010010,20220401,BC2202SPNT01936GNS,5
블러썸,블러썸,I2204010010,20220401,BC2202SPNT01936GNM,5
블러썸,블러썸,I2204250006,20220425,BC2202SPNT02036BKS,10
블러썸,블러썸,I2204010010,20220401,BC2202SPNT02036BKS,5
블러썸,블러썸,I2204010010,20220401,BC2202SPNT02036BKM,5
블러썸,블러썸,I2204250006,20220425,BC2202SPNT02036IVS,9
블러썸,블러썸,I2204010010,20220401,BC2202SPNT02036IVS,5
블러썸,블러썸,I2204010010,20220401,BC2202SPNT02036IVM,5
블러썸,블러썸,I2204010008,20220401,BC2202SPDN0043226,3
블러썸,블러썸,I2204010008,20220401,BC2202SPDN0043227,3
블러썸,블러썸,I2204010008,20220401,BC2202SPDN0043228,3
블러썸,블러썸,I2204010007,20220401,BC2202SPSK00314BKXS,3
블러썸,블러썸,I2204010007,20220401,BC2202SPSK00314BKS,3
블러썸,블러썸,I2204010007,20220401,BC2202SPSK00314BKM,3
블러썸,블러썸,I2204010007,20220401,BC2202SPSK00314BEXS,3
블러썸,블러썸,I2204010007,20220401,BC2202SPSK00314BES,3
블러썸,블러썸,I2204010007,20220401,BC2202SPSK00314BEM,3
블러썸,블러썸,I2204010007,20220401,BC2202SPPT011BES,5
블러썸,블러썸,I2204010007,20220401,BC2202SPPT011BEM,2
블러썸,블러썸,I2204010003,20220401,BC2202SPSH00403BES,5
블러썸,블러썸,I2204010003,20220401,BC2202SPSH00403BEM,5
블러썸,블러썸,I2204010003,20220401,BC2202SPSH00403GNS,5
블러썸,블러썸,I2204010003,20220401,BC2202SPSH00403GNM,5
블러썸,블러썸,I2204010003,20220401,BC2202SPSH00403PRS,4
블러썸,블러썸,I2204010003,20220401,BC2202SPSH00403PRM,5
블러썸,블러썸,I2204010003,20220401,BC2202SPSH00403BKS,5
블러썸,블러썸,I2204010003,20220401,BC2202SPSH00403BKM,5
블러썸,블러썸,I2204010009,20220401,BC2202SPNT02134IVS,3
블러썸,블러썸,I2204010009,20220401,BC2202SPNT02134IVM,3
블러썸,블러썸,I2204010009,20220401,BC2202SPNT02134STS,3
블러썸,블러썸,I2204010009,20220401,BC2202SPNT02134STM,3
블러썸,블러썸,I2204010009,20220401,BC2202SPNT02134BKS,3
